name,chr,start,stop,
CG14570,3L,21729675,21730454,"{""name"":""CG14570"",""chr"":""3L"",""start"":21729675,""stop"":21730454},"
CG14569,3L,21730725,21731550,"{""name"":""CG14569"",""chr"":""3L"",""start"":21730725,""stop"":21731550},"
CG14568,3L,21732806,21733487,"{""name"":""CG14568"",""chr"":""3L"",""start"":21732806,""stop"":21733487},"
CG14573,3L,21734099,21734788,"{""name"":""CG14573"",""chr"":""3L"",""start"":21734099,""stop"":21734788},"
CG14567,3L,21737706,21738430,"{""name"":""CG14567"",""chr"":""3L"",""start"":21737706,""stop"":21738430},"
CG14566,3L,21739479,21740309,"{""name"":""CG14566"",""chr"":""3L"",""start"":21739479,""stop"":21740309},"
CG14572,3L,21741534,21742441,"{""name"":""CG14572"",""chr"":""3L"",""start"":21741534,""stop"":21742441},"
CG14565,3L,21743248,21744269,"{""name"":""CG14565"",""chr"":""3L"",""start"":21743248,""stop"":21744269},"
Syn1,3L,21745359,21770534,"{""name"":""Syn1"",""chr"":""3L"",""start"":21745359,""stop"":21770534},"
CG14564,3L,21757157,21758046,"{""name"":""CG14564"",""chr"":""3L"",""start"":21757157,""stop"":21758046},"
CG7370,3L,21769815,21771321,"{""name"":""CG7370"",""chr"":""3L"",""start"":21769815,""stop"":21771321},"
CG7407,3L,21823461,21824571,"{""name"":""CG7407"",""chr"":""3L"",""start"":21823461,""stop"":21824571},"
eIF2A,3L,21824740,21827856,"{""name"":""eIF2A"",""chr"":""3L"",""start"":21824740,""stop"":21827856},"
Nopp140,3L,21832774,21836685,"{""name"":""Nopp140"",""chr"":""3L"",""start"":21832774,""stop"":21836685},"
P5CDh1,3L,21836665,21841356,"{""name"":""P5CDh1"",""chr"":""3L"",""start"":21836665,""stop"":21841356},"
CG14563,3L,21841808,21842386,"{""name"":""CG14563"",""chr"":""3L"",""start"":21841808,""stop"":21842386},"
SLC22A,3L,21934704,21938636,"{""name"":""SLC22A"",""chr"":""3L"",""start"":21934704,""stop"":21938636},"
PolH,3L,21938634,21941812,"{""name"":""PolH"",""chr"":""3L"",""start"":21938634,""stop"":21941812},"
CG14562,3L,21942221,21949866,"{""name"":""CG14562"",""chr"":""3L"",""start"":21942221,""stop"":21949866},"
CR7448,3L,21949825,21951550,"{""name"":""CR7448"",""chr"":""3L"",""start"":21949825,""stop"":21951550},"
CG7458,3L,21955110,21958041,"{""name"":""CG7458"",""chr"":""3L"",""start"":21955110,""stop"":21958041},"
P5CS,3L,21972002,21984606,"{""name"":""P5CS"",""chr"":""3L"",""start"":21972002,""stop"":21984606},"
CG7140,3L,22026230,22028325,"{""name"":""CG7140"",""chr"":""3L"",""start"":22026230,""stop"":22028325},"
CG14561,3L,22065907,22067216,"{""name"":""CG14561"",""chr"":""3L"",""start"":22065907,""stop"":22067216},"
CG7133,3L,22073068,22074523,"{""name"":""CG7133"",""chr"":""3L"",""start"":22073068,""stop"":22074523},"
CG7130,3L,22075056,22075756,"{""name"":""CG7130"",""chr"":""3L"",""start"":22075056,""stop"":22075756},"
olf413,3L,22136090,22247702,"{""name"":""olf413"",""chr"":""3L"",""start"":22136090,""stop"":22247702},"
CG11523,3L,22265806,22266679,"{""name"":""CG11523"",""chr"":""3L"",""start"":22265806,""stop"":22266679},"
CG11449,3L,22454373,22455989,"{""name"":""CG11449"",""chr"":""3L"",""start"":22454373,""stop"":22455989},"
laza,3L,22458816,22461131,"{""name"":""laza"",""chr"":""3L"",""start"":22458816,""stop"":22461131},"
CG11438,3L,22465619,22468076,"{""name"":""CG11438"",""chr"":""3L"",""start"":22465619,""stop"":22468076},"
CG11437,3L,22468862,22469853,"{""name"":""CG11437"",""chr"":""3L"",""start"":22468862,""stop"":22469853},"
CG11426,3L,22470556,22473509,"{""name"":""CG11426"",""chr"":""3L"",""start"":22470556,""stop"":22473509},"
CG11425,3L,22474795,22475792,"{""name"":""CG11425"",""chr"":""3L"",""start"":22474795,""stop"":22475792},"
CG11404,3L,22548437,22549342,"{""name"":""CG11404"",""chr"":""3L"",""start"":22548437,""stop"":22549342},"
Trxr2,3L,22550226,22552019,"{""name"":""Trxr2"",""chr"":""3L"",""start"":22550226,""stop"":22552019},"
CG14459,3L,22573114,22637916,"{""name"":""CG14459"",""chr"":""3L"",""start"":22573114,""stop"":22637916},"
ND-B14.5AL,3L,22606369,22607126,"{""name"":""ND-B14.5AL"",""chr"":""3L"",""start"":22606369,""stop"":22607126},"
Jhbp6,3L,22669956,22680034,"{""name"":""Jhbp6"",""chr"":""3L"",""start"":22669956,""stop"":22680034},"
CG14455,3L,22686360,22687087,"{""name"":""CG14455"",""chr"":""3L"",""start"":22686360,""stop"":22687087},"
CG14456,3L,22687222,22688288,"{""name"":""CG14456"",""chr"":""3L"",""start"":22687222,""stop"":22688288},"
CG14454,3L,22691674,22692528,"{""name"":""CG14454"",""chr"":""3L"",""start"":22691674,""stop"":22692528},"
CG12546,3L,22693324,22693812,"{""name"":""CG12546"",""chr"":""3L"",""start"":22693324,""stop"":22693812},"
CG14453,3L,22694083,22694648,"{""name"":""CG14453"",""chr"":""3L"",""start"":22694083,""stop"":22694648},"
CG14452,3L,22695953,22696435,"{""name"":""CG14452"",""chr"":""3L"",""start"":22695953,""stop"":22696435},"
CG11370,3L,22712155,22713660,"{""name"":""CG11370"",""chr"":""3L"",""start"":22712155,""stop"":22713660},"
ArfGAP3,3L,22714313,22717577,"{""name"":""ArfGAP3"",""chr"":""3L"",""start"":22714313,""stop"":22717577},"
CG14451,3L,22721230,22722091,"{""name"":""CG14451"",""chr"":""3L"",""start"":22721230,""stop"":22722091},"
CG14450,3L,22726234,22727789,"{""name"":""CG14450"",""chr"":""3L"",""start"":22726234,""stop"":22727789},"
CG11367,3L,22728111,22733446,"{""name"":""CG11367"",""chr"":""3L"",""start"":22728111,""stop"":22733446},"
CG11241,3L,22732013,22738420,"{""name"":""CG11241"",""chr"":""3L"",""start"":22732013,""stop"":22738420},"
CG7369,3L,22741793,22748614,"{""name"":""CG7369"",""chr"":""3L"",""start"":22741793,""stop"":22748614},"
CG14448,3L,22788439,22789247,"{""name"":""CG14448"",""chr"":""3L"",""start"":22788439,""stop"":22789247},"
CG11226,3L,22837068,22838170,"{""name"":""CG11226"",""chr"":""3L"",""start"":22837068,""stop"":22838170},"
CG13239,3L,22860787,22861490,"{""name"":""CG13239"",""chr"":""3L"",""start"":22860787,""stop"":22861490},"
EMC4,3L,22867175,22868243,"{""name"":""EMC4"",""chr"":""3L"",""start"":22867175,""stop"":22868243},"
CG11109,3L,22872200,22873702,"{""name"":""CG11109"",""chr"":""3L"",""start"":22872200,""stop"":22873702},"
Ssl1,3L,22879089,22880963,"{""name"":""Ssl1"",""chr"":""3L"",""start"":22879089,""stop"":22880963},"
slif,3L,22881045,22893821,"{""name"":""slif"",""chr"":""3L"",""start"":22881045,""stop"":22893821},"
CG11131,3L,22898744,22900262,"{""name"":""CG11131"",""chr"":""3L"",""start"":22898744,""stop"":22900262},"
BoYb,3L,22901912,22905470,"{""name"":""BoYb"",""chr"":""3L"",""start"":22901912,""stop"":22905470},"
CG12768,3L,22910491,22923532,"{""name"":""CG12768"",""chr"":""3L"",""start"":22910491,""stop"":22923532},"
Mes2,3L,22945657,22952248,"{""name"":""Mes2"",""chr"":""3L"",""start"":22945657,""stop"":22952248},"
CG12581,3R,4174632,4186751,"{""name"":""CG12581"",""chr"":""3R"",""start"":4174632,""stop"":4186751},"
beta-Man,3R,4197206,4204572,"{""name"":""beta-Man"",""chr"":""3R"",""start"":4197206,""stop"":4204572},"
CG14636,3R,4204493,4215314,"{""name"":""CG14636"",""chr"":""3R"",""start"":4204493,""stop"":4215314},"
aux,3R,4211783,4227518,"{""name"":""aux"",""chr"":""3R"",""start"":4211783,""stop"":4227518},"
CG14641,3R,4230779,4232342,"{""name"":""CG14641"",""chr"":""3R"",""start"":4230779,""stop"":4232342},"
CG14642,3R,4241045,4242717,"{""name"":""CG14642"",""chr"":""3R"",""start"":4241045,""stop"":4242717},"
TwdlU,3R,4243606,4245511,"{""name"":""TwdlU"",""chr"":""3R"",""start"":4243606,""stop"":4245511},"
TwdlF,3R,4247020,4248313,"{""name"":""TwdlF"",""chr"":""3R"",""start"":4247020,""stop"":4248313},"
TwdlG,3R,4248723,4251341,"{""name"":""TwdlG"",""chr"":""3R"",""start"":4248723,""stop"":4251341},"
TwdlV,3R,4254708,4255833,"{""name"":""TwdlV"",""chr"":""3R"",""start"":4254708,""stop"":4255833},"
CG1092,3R,4266770,4268316,"{""name"":""CG1092"",""chr"":""3R"",""start"":4266770,""stop"":4268316},"
flip,3R,4269221,4277928,"{""name"":""flip"",""chr"":""3R"",""start"":4269221,""stop"":4277928},"
Nepl11,3R,4292274,4294840,"{""name"":""Nepl11"",""chr"":""3R"",""start"":4292274,""stop"":4294840},"
Vps24,3R,4307435,4310947,"{""name"":""Vps24"",""chr"":""3R"",""start"":4307435,""stop"":4310947},"
Suv3,3R,4311555,4315398,"{""name"":""Suv3"",""chr"":""3R"",""start"":4311555,""stop"":4315398},"
CG9795,3R,4319683,4326379,"{""name"":""CG9795"",""chr"":""3R"",""start"":4319683,""stop"":4326379},"
CG1103,3R,4337755,4339914,"{""name"":""CG1103"",""chr"":""3R"",""start"":4337755,""stop"":4339914},"
Skp2,3R,4334879,4337674,"{""name"":""Skp2"",""chr"":""3R"",""start"":4334879,""stop"":4337674},"
CG1090,3R,4359883,4366855,"{""name"":""CG1090"",""chr"":""3R"",""start"":4359883,""stop"":4366855},"
Sfxn1-3,3R,4378600,4381210,"{""name"":""Sfxn1-3"",""chr"":""3R"",""start"":4378600,""stop"":4381210},"
Cont,3R,4381306,4387018,"{""name"":""Cont"",""chr"":""3R"",""start"":4381306,""stop"":4387018},"
CG14646,3R,4390366,4392111,"{""name"":""CG14646"",""chr"":""3R"",""start"":4390366,""stop"":4392111},"
CG9855,3R,4395979,4397875,"{""name"":""CG9855"",""chr"":""3R"",""start"":4395979,""stop"":4397875},"
CG14647,3R,4400510,4402017,"{""name"":""CG14647"",""chr"":""3R"",""start"":4400510,""stop"":4402017},"
srl,3R,4422483,4429335,"{""name"":""srl"",""chr"":""3R"",""start"":4422483,""stop"":4429335},"
eIF3a,3R,4429798,4433895,"{""name"":""eIF3a"",""chr"":""3R"",""start"":4429798,""stop"":4433895},"
CG1074,3R,4433965,4436175,"{""name"":""CG1074"",""chr"":""3R"",""start"":4433965,""stop"":4436175},"
CG9804,3R,4436222,4437329,"{""name"":""CG9804"",""chr"":""3R"",""start"":4436222,""stop"":4437329},"
CG14650,3R,4437387,4441328,"{""name"":""CG14650"",""chr"":""3R"",""start"":4437387,""stop"":4441328},"
sac,3R,4480812,4484215,"{""name"":""sac"",""chr"":""3R"",""start"":4480812,""stop"":4484215},"
Fip1,3R,4485008,4487677,"{""name"":""Fip1"",""chr"":""3R"",""start"":4485008,""stop"":4487677},"
Mur82C,3R,4541356,4543215,"{""name"":""Mur82C"",""chr"":""3R"",""start"":4541356,""stop"":4543215},"
CG9775,3R,4638010,4641838,"{""name"":""CG9775"",""chr"":""3R"",""start"":4638010,""stop"":4641838},"
MED31,3R,4641963,4643292,"{""name"":""MED31"",""chr"":""3R"",""start"":4641963,""stop"":4643292},"
slx1,3R,4641963,4644636,"{""name"":""slx1"",""chr"":""3R"",""start"":4641963,""stop"":4644636},"
spartin,3R,4654800,4657985,"{""name"":""spartin"",""chr"":""3R"",""start"":4654800,""stop"":4657985},"
eIF3f1,3R,4712882,4714182,"{""name"":""eIF3f1"",""chr"":""3R"",""start"":4712882,""stop"":4714182},"
CG14655,3R,4777497,4780302,"{""name"":""CG14655"",""chr"":""3R"",""start"":4777497,""stop"":4780302},"
CG17387,3R,4781120,4784722,"{""name"":""CG17387"",""chr"":""3R"",""start"":4781120,""stop"":4784722},"
Gmppb,3R,4811444,4816025,"{""name"":""Gmppb"",""chr"":""3R"",""start"":4811444,""stop"":4816025},"
BBS5,3R,4816318,4817776,"{""name"":""BBS5"",""chr"":""3R"",""start"":4816318,""stop"":4817776},"
CG14657,3R,4817980,4821432,"{""name"":""CG14657"",""chr"":""3R"",""start"":4817980,""stop"":4821432},"
CG14658,3R,4829911,4830513,"{""name"":""CG14658"",""chr"":""3R"",""start"":4829911,""stop"":4830513},"
CG14659,3R,4830849,4831297,"{""name"":""CG14659"",""chr"":""3R"",""start"":4830849,""stop"":4831297},"
Jhbp3,3R,4953506,4955252,"{""name"":""Jhbp3"",""chr"":""3R"",""start"":4953506,""stop"":4955252},"
Jhbp1,3R,4965445,4968485,"{""name"":""Jhbp1"",""chr"":""3R"",""start"":4965445,""stop"":4968485},"
CG14662,3R,4981999,4984232,"{""name"":""CG14662"",""chr"":""3R"",""start"":4981999,""stop"":4984232},"
plh,3R,4986500,5011031,"{""name"":""plh"",""chr"":""3R"",""start"":4986500,""stop"":5011031},"
RabGGTa,3R,5128087,5129939,"{""name"":""RabGGTa"",""chr"":""3R"",""start"":5128087,""stop"":5129939},"
CG12590,3R,5159612,5160901,"{""name"":""CG12590"",""chr"":""3R"",""start"":5159612,""stop"":5160901},"
dpr16,3R,5150908,5170121,"{""name"":""dpr16"",""chr"":""3R"",""start"":5150908,""stop"":5170121},"
Prosbeta2R2,3R,5217751,5219528,"{""name"":""Prosbeta2R2"",""chr"":""3R"",""start"":5217751,""stop"":5219528},"
CG1116,3R,5219657,5221548,"{""name"":""CG1116"",""chr"":""3R"",""start"":5219657,""stop"":5221548},"
Sccpdh1,3R,5221632,5223365,"{""name"":""Sccpdh1"",""chr"":""3R"",""start"":5221632,""stop"":5223365},"
Vps37B,3R,5226158,5227526,"{""name"":""Vps37B"",""chr"":""3R"",""start"":5226158,""stop"":5227526},"
Mms19,3R,5232543,5236288,"{""name"":""Mms19"",""chr"":""3R"",""start"":5232543,""stop"":5236288},"
CG1113,3R,5253153,5255403,"{""name"":""CG1113"",""chr"":""3R"",""start"":5253153,""stop"":5255403},"
Enoph,3R,5255444,5256681,"{""name"":""Enoph"",""chr"":""3R"",""start"":5255444,""stop"":5256681},"
Tim17a2,3R,5258336,5262692,"{""name"":""Tim17a2"",""chr"":""3R"",""start"":5258336,""stop"":5262692},"
Tim17b1,3R,5300145,5301186,"{""name"":""Tim17b1"",""chr"":""3R"",""start"":5300145,""stop"":5301186},"
CG11999,3R,5353717,5354747,"{""name"":""CG11999"",""chr"":""3R"",""start"":5353717,""stop"":5354747},"
CG1161,3R,5355092,5356748,"{""name"":""CG1161"",""chr"":""3R"",""start"":5355092,""stop"":5356748},"
Cerk,3R,5358873,5368306,"{""name"":""Cerk"",""chr"":""3R"",""start"":5358873,""stop"":5368306},"
CG14667,3R,5375022,5376460,"{""name"":""CG14667"",""chr"":""3R"",""start"":5375022,""stop"":5376460},"
CG14668,3R,5386717,5387664,"{""name"":""CG14668"",""chr"":""3R"",""start"":5386717,""stop"":5387664},"
Or83a,3R,5397643,5399196,"{""name"":""Or83a"",""chr"":""3R"",""start"":5397643,""stop"":5399196},"
CG2663,3R,5400594,5404135,"{""name"":""CG2663"",""chr"":""3R"",""start"":5400594,""stop"":5404135},"
Orco,3R,5407183,5412406,"{""name"":""Orco"",""chr"":""3R"",""start"":5407183,""stop"":5412406},"
CG12147,3R,5425369,5427257,"{""name"":""CG12147"",""chr"":""3R"",""start"":5425369,""stop"":5427257},"
CG14669,3R,5414527,5458394,"{""name"":""CG14669"",""chr"":""3R"",""start"":5414527,""stop"":5458394},"
PEK,3R,5458563,5464753,"{""name"":""PEK"",""chr"":""3R"",""start"":5458563,""stop"":5464753},"
RpL35A,3R,5465630,5467101,"{""name"":""RpL35A"",""chr"":""3R"",""start"":5465630,""stop"":5467101},"
POLDIP2,3R,5467778,5469566,"{""name"":""POLDIP2"",""chr"":""3R"",""start"":5467778,""stop"":5469566},"
mRpL44,3R,5469463,5470636,"{""name"":""mRpL44"",""chr"":""3R"",""start"":5469463,""stop"":5470636},"
Hcs,3R,5474899,5485393,"{""name"":""Hcs"",""chr"":""3R"",""start"":5474899,""stop"":5485393},"
CG2519,3R,5539510,5547775,"{""name"":""CG2519"",""chr"":""3R"",""start"":5539510,""stop"":5547775},"
Snm1,3R,5555084,5557786,"{""name"":""Snm1"",""chr"":""3R"",""start"":5555084,""stop"":5557786},"
Pi4KIIalpha,3R,5557663,5563652,"{""name"":""Pi4KIIalpha"",""chr"":""3R"",""start"":5557663,""stop"":5563652},"
CG14671,3R,5563977,5564815,"{""name"":""CG14671"",""chr"":""3R"",""start"":5563977,""stop"":5564815},"
CG12746,3R,5564865,5567435,"{""name"":""CG12746"",""chr"":""3R"",""start"":5564865,""stop"":5567435},"
CG2931,3R,5567502,5568615,"{""name"":""CG2931"",""chr"":""3R"",""start"":5567502,""stop"":5568615},"
CG2926,3R,5579301,5588380,"{""name"":""CG2926"",""chr"":""3R"",""start"":5579301,""stop"":5588380},"
PolZ2,3R,5588873,5589703,"{""name"":""PolZ2"",""chr"":""3R"",""start"":5588873,""stop"":5589703},"
SecS,3R,5601433,5603185,"{""name"":""SecS"",""chr"":""3R"",""start"":5601433,""stop"":5603185},"
Dph4,3R,5622119,5624125,"{""name"":""Dph4"",""chr"":""3R"",""start"":5622119,""stop"":5624125},"
RpL13A,3R,5624474,5625947,"{""name"":""RpL13A"",""chr"":""3R"",""start"":5624474,""stop"":5625947},"
CG12171,3R,5633627,5634640,"{""name"":""CG12171"",""chr"":""3R"",""start"":5633627,""stop"":5634640},"
CG12170,3R,5637234,5638657,"{""name"":""CG12170"",""chr"":""3R"",""start"":5637234,""stop"":5638657},"
elm,3R,5652640,5654861,"{""name"":""elm"",""chr"":""3R"",""start"":5652640,""stop"":5654861},"
MED27,3R,5655139,5656336,"{""name"":""MED27"",""chr"":""3R"",""start"":5655139,""stop"":5656336},"
CG2182,3R,5656236,5659912,"{""name"":""CG2182"",""chr"":""3R"",""start"":5656236,""stop"":5659912},"
Atg17,3R,5669713,5679930,"{""name"":""Atg17"",""chr"":""3R"",""start"":5669713,""stop"":5679930},"
Rab23,3R,5680054,5685434,"{""name"":""Rab23"",""chr"":""3R"",""start"":5680054,""stop"":5685434},"
CG2104,3R,5690891,5693286,"{""name"":""CG2104"",""chr"":""3R"",""start"":5690891,""stop"":5693286},"
CG1239,3R,5733513,5734702,"{""name"":""CG1239"",""chr"":""3R"",""start"":5733513,""stop"":5734702},"
CG2100,3R,5734698,5736355,"{""name"":""CG2100"",""chr"":""3R"",""start"":5734698,""stop"":5736355},"
CG1236,3R,5736748,5738013,"{""name"":""CG1236"",""chr"":""3R"",""start"":5736748,""stop"":5738013},"
Sym,3R,5738178,5742476,"{""name"":""Sym"",""chr"":""3R"",""start"":5738178,""stop"":5742476},"
CG2091,3R,5753318,5754774,"{""name"":""CG2091"",""chr"":""3R"",""start"":5753318,""stop"":5754774},"
jagn,3R,5779315,5781308,"{""name"":""jagn"",""chr"":""3R"",""start"":5779315,""stop"":5781308},"
kat-60L1,3R,5781762,5787465,"{""name"":""kat-60L1"",""chr"":""3R"",""start"":5781762,""stop"":5787465},"
Hat1,3R,5787337,5789384,"{""name"":""Hat1"",""chr"":""3R"",""start"":5787337,""stop"":5789384},"
CG1218,3R,5791879,5793383,"{""name"":""CG1218"",""chr"":""3R"",""start"":5791879,""stop"":5793383},"
PSMG1,3R,5793308,5794317,"{""name"":""PSMG1"",""chr"":""3R"",""start"":5793308,""stop"":5794317},"
CG10979,3R,5794705,5799994,"{""name"":""CG10979"",""chr"":""3R"",""start"":5794705,""stop"":5799994},"
Hpr1,3R,5818794,5821440,"{""name"":""Hpr1"",""chr"":""3R"",""start"":5818794,""stop"":5821440},"
Sec20,3R,5822026,5824532,"{""name"":""Sec20"",""chr"":""3R"",""start"":5822026,""stop"":5824532},"
dgrn,3R,5824615,5826576,"{""name"":""dgrn"",""chr"":""3R"",""start"":5824615,""stop"":5826576},"
glob3,3R,5830062,5831785,"{""name"":""glob3"",""chr"":""3R"",""start"":5830062,""stop"":5831785},"
CG1208,3R,5831639,5838782,"{""name"":""CG1208"",""chr"":""3R"",""start"":5831639,""stop"":5838782},"
CG1213,3R,5841170,5846568,"{""name"":""CG1213"",""chr"":""3R"",""start"":5841170,""stop"":5846568},"
CG14676,3R,5847220,5848177,"{""name"":""CG14676"",""chr"":""3R"",""start"":5847220,""stop"":5848177},"
CR10991,3R,5848876,5849688,"{""name"":""CR10991"",""chr"":""3R"",""start"":5848876,""stop"":5849688},"
CG2017,3R,5858083,5862405,"{""name"":""CG2017"",""chr"":""3R"",""start"":5858083,""stop"":5862405},"
CG10280,3R,6010573,6011932,"{""name"":""CG10280"",""chr"":""3R"",""start"":6010573,""stop"":6011932},"
CG11459,3R,6025826,6027238,"{""name"":""CG11459"",""chr"":""3R"",""start"":6025826,""stop"":6027238},"
CR1075,3R,6027767,6028621,"{""name"":""CR1075"",""chr"":""3R"",""start"":6027767,""stop"":6028621},"
CG15580,3R,6054712,6057536,"{""name"":""CG15580"",""chr"":""3R"",""start"":6054712,""stop"":6057536},"
Or83c,3R,6076804,6078283,"{""name"":""Or83c"",""chr"":""3R"",""start"":6076804,""stop"":6078283},"
Vha14-2,3R,6122592,6124405,"{""name"":""Vha14-2"",""chr"":""3R"",""start"":6122592,""stop"":6124405},"
CG1077,3R,6167483,6170309,"{""name"":""CG1077"",""chr"":""3R"",""start"":6167483,""stop"":6170309},"
Osi1,3R,6173549,6174971,"{""name"":""Osi1"",""chr"":""3R"",""start"":6173549,""stop"":6174971},"
NPFR,3R,6187315,6195403,"{""name"":""NPFR"",""chr"":""3R"",""start"":6187315,""stop"":6195403},"
Osi24,3R,6198811,6207678,"{""name"":""Osi24"",""chr"":""3R"",""start"":6198811,""stop"":6207678},"
Osi2,3R,6209373,6213493,"{""name"":""Osi2"",""chr"":""3R"",""start"":6209373,""stop"":6213493},"
Osi3,3R,6215832,6218199,"{""name"":""Osi3"",""chr"":""3R"",""start"":6215832,""stop"":6218199},"
Osi4,3R,6218318,6221781,"{""name"":""Osi4"",""chr"":""3R"",""start"":6218318,""stop"":6221781},"
Osi5,3R,6227512,6228828,"{""name"":""Osi5"",""chr"":""3R"",""start"":6227512,""stop"":6228828},"
Osi7,3R,6248994,6251683,"{""name"":""Osi7"",""chr"":""3R"",""start"":6248994,""stop"":6251683},"
Osi8,3R,6255175,6256602,"{""name"":""Osi8"",""chr"":""3R"",""start"":6255175,""stop"":6256602},"
Osi9,3R,6260211,6262105,"{""name"":""Osi9"",""chr"":""3R"",""start"":6260211,""stop"":6262105},"
